file_id |01 |02 |03 |04 |05 |06 |07 |08 |
3_38_2.wav |1.5%|12.0%|81.9%|0.2%|0.2%|0.5%|2.6%|1.1%|
3_38_3.wav |1.6%|12.4%|79.9%|0.1%|0.2%|0.4%|4.9%|0.4%|
3_38_4.wav |2.1%|3.5%|90.9%|0.1%|0.2%|0.2%|1.3%|1.6%|
3_39_0.wav |16.4%|20.5%|30.5%|0.8%|6.1%|9.3%|10.6%|5.7%|
3_39_1.wav |2.8%|0.4%|96.1%|0.0%|0.0%|0.0%|0.2%|0.4%|
3_39_2.wav |28.8%|0.9%|36.2%|0.4%|2.4%|0.7%|0.7%|30.0%|
3_39_3.wav |1.9%|50.0%|31.8%|0.3%|1.0%|4.4%|9.3%|1.3%|
3_39_4.wav |4.1%|0.6%|90.3%|0.1%|0.2%|0.1%|0.3%|4.4%|
3_40_0.wav |3.4%|26.1%|10.1%|1.1%|7.5%|14.2%|35.8%|1.9%|
3_40_1.wav |6.6%|1.2%|88.5%|0.2%|0.4%|0.2%|1.5%|1.5%|
3_40_2.wav |21.4%|4.3%|25.4%|2.2%|12.1%|3.4%|27.0%|4.2%|
3_40_3.wav |0.9%|38.4%|33.8%|0.3%|0.6%|1.9%|24.0%|0.3%|
3_40_4.wav |2.5%|1.4%|94.0%|0.1%|0.1%|0.1%|0.9%|0.9%|
3_41_0.wav |0.9%|13.4%|0.5%|1.3%|14.2%|55.9%|4.5%|9.3%|
3_41_1.wav |22.1%|1.4%|69.8%|0.3%|1.0%|0.3%|1.3%|3.9%|
3_41_2.wav |1.5%|9.8%|1.1%|1.2%|11.7%|32.8%|2.2%|39.6%|
3_41_3.wav |0.1%|84.3%|1.6%|0.2%|0.4%|8.7%|4.4%|0.4%|
3_41_4.wav |3.3%|0.8%|12.0%|0.4%|1.4%|0.7%|0.3%|81.0%|
3_42_0.wav |6.1%|31.3%|7.4%|1.1%|8.2%|18.3%|26.0%|1.6%|
3_42_1.wav |65.9%|0.6%|27.4%|0.4%|1.9%|0.4%|1.2%|2.2%|
3_42_2.wav |32.3%|0.4%|1.2%|2.7%|37.5%|3.7%|1.4%|20.8%|
3_42_3.wav |1.3%|50.4%|14.9%|0.4%|1.2%|4.8%|26.7%|0.4%|
3_42_4.wav |10.2%|0.3%|9.2%|0.7%|2.9%|0.6%|0.3%|75.8%|
3_43_0.wav |15.6%|9.5%|4.2%|1.2%|24.1%|27.9%|10.5%|7.0%|
3_43_1.wav |34.3%|0.3%|62.4%|0.1%|0.4%|0.1%|0.4%|1.9%|
3_43_2.wav |37.4%|0.5%|17.6%|0.8%|5.1%|0.8%|0.7%|37.2%|
3_43_3.wav |0.5%|73.4%|5.7%|0.2%|0.8%|8.1%|10.9%|0.4%|
3_43_4.wav |6.3%|0.5%|86.9%|0.1%|0.2%|0.1%|0.3%|5.7%|
3_44_0.wav |3.6%|30.7%|9.5%|1.0%|7.6%|18.2%|26.7%|2.8%|
3_44_1.wav |12.5%|0.6%|83.8%|0.1%|0.3%|0.1%|0.7%|1.8%|
3_44_2.wav |37.5%|1.1%|36.1%|1.6%|6.6%|1.1%|5.6%|10.4%|
3_44_3.wav |1.2%|13.7%|36.3%|0.4%|0.7%|1.1%|46.2%|0.3%|
3_44_4.wav |3.4%|0.5%|93.9%|0.1%|0.1%|0.0%|0.4%|1.6%|
3_45_0.wav |1.5%|53.5%|7.2%|0.6%|3.5%|17.5%|13.5%|2.7%|
3_45_1.wav |2.8%|1.0%|95.0%|0.1%|0.1%|0.1%|0.6%|0.4%|
3_45_2.wav |4.6%|6.3%|83.4%|0.2%|0.5%|0.5%|2.3%|2.2%|
3_45_3.wav |0.5%|63.5%|22.1%|0.2%|0.3%|2.1%|11.0%|0.3%|
3_45_4.wav |1.6%|8.7%|85.9%|0.1%|0.2%|0.3%|2.6%|0.7%|
3_46_0.wav |2.1%|51.4%|6.5%|0.7%|4.2%|20.1%|11.9%|3.2%|
3_46_1.wav |15.1%|2.1%|75.3%|0.3%|0.9%|0.4%|1.7%|4.2%|
3_46_2.wav |2.4%|47.8%|15.7%|0.5%|2.6%|8.9%|20.7%|1.4%|
3_46_3.wav |1.1%|56.5%|25.9%|0.2%|0.6%|2.9%|12.2%|0.6%|
3_46_4.wav |2.3%|2.6%|90.6%|0.1%|0.2%|0.2%|0.8%|3.3%|
3_47_0.wav |0.3%|52.8%|1.3%|0.5%|2.9%|31.2%|9.5%|1.4%|
3_47_1.wav |0.9%|1.0%|97.5%|0.0%|0.0%|0.0%|0.4%|0.2%|
3_47_2.wav |2.1%|10.9%|79.2%|0.3%|0.5%|0.8%|4.4%|1.8%|
3_47_3.wav |0.3%|50.4%|42.9%|0.1%|0.1%|0.7%|5.3%|0.2%|
3_47_4.wav |2.0%|2.3%|88.0%|0.2%|0.3%|0.2%|0.9%|6.2%|
3_48_0.wav |0.4%|72.7%|1.8%|0.3%|1.1%|18.9%|3.4%|1.4%|
3_48_1.wav |32.0%|0.4%|62.5%|0.2%|0.6%|0.1%|0.5%|3.6%|
3_48_2.wav |1.2%|12.7%|0.6%|1.3%|10.7%|45.4%|2.0%|26.1%|
3_48_3.wav |1.8%|5.4%|89.2%|0.1%|0.2%|0.3%|2.2%|0.8%|
3_48_4.wav |42.1%|0.9%|4.6%|1.2%|14.9%|3.5%|1.1%|31.6%|
3_49_0.wav |4.4%|19.1%|3.1%|1.2%|11.5%|32.9%|3.2%|24.5%|
3_49_1.wav |13.4%|1.8%|79.1%|0.2%|0.5%|0.3%|0.7%|4.1%|
3_49_2.wav |6.0%|23.2%|23.7%|1.0%|4.0%|8.1%|3.2%|30.9%|
3_49_3.wav |0.2%|80.5%|1.5%|0.2%|0.6%|11.6%|5.0%|0.4%|
3_49_4.wav |5.1%|10.8%|57.6%|0.7%|1.9%|2.2%|3.1%|18.6%|
3_50_0.wav |3.7%|24.9%|3.5%|1.4%|12.2%|35.5%|12.4%|6.5%|
3_50_1.wav |38.4%|0.5%|55.8%|0.2%|0.9%|0.2%|0.8%|3.2%|
3_50_2.wav |31.2%|2.6%|34.4%|1.1%|6.8%|2.4%|4.1%|17.3%|
3_50_3.wav |1.4%|21.4%|64.9%|0.2%|0.3%|0.9%|10.5%|0.4%|
3_50_4.wav |3.5%|1.6%|91.5%|0.1%|0.2%|0.1%|0.8%|2.1%|
4_20_0.wav |0.8%|35.5%|57.2%|0.1%|0.2%|0.7%|5.3%|0.2%|
4_20_1.wav |17.7%|12.3%|32.5%|1.3%|8.1%|6.3%|17.2%|4.6%|
4_20_2.wav |17.6%|1.5%|75.9%|0.2%|0.8%|0.3%|1.7%|2.0%|
4_20_3.wav |0.1%|85.4%|3.6%|0.1%|0.2%|3.1%|7.3%|0.1%|
4_20_4.wav |1.1%|0.2%|0.9%|0.7%|2.9%|0.8%|0.2%|93.2%|
4_21_0.wav |0.2%|83.7%|3.3%|0.2%|0.4%|7.8%|3.7%|0.7%|
4_21_1.wav |1.9%|22.7%|68.3%|0.2%|0.4%|1.0%|4.8%|0.8%|
4_21_2.wav |7.3%|19.7%|48.1%|0.8%|3.1%|5.1%|7.2%|8.8%|
4_21_3.wav |0.1%|81.1%|1.9%|0.2%|0.5%|8.3%|7.6%|0.3%|
4_21_4.wav |0.7%|0.1%|0.3%|0.7%|2.6%|0.6%|0.1%|94.9%|
4_22_0.wav |2.9%|34.4%|49.3%|0.3%|0.9%|3.5%|6.3%|2.4%|
4_22_1.wav |33.1%|0.6%|61.6%|0.2%|0.8%|0.2%|0.8%|2.7%|
4_22_2.wav |14.8%|12.1%|34.2%|1.0%|7.8%|7.2%|9.0%|13.8%|
4_22_3.wav |0.5%|26.8%|65.1%|0.1%|0.1%|0.5%|6.6%|0.2%|
4_22_4.wav |5.3%|3.0%|2.5%|1.4%|14.3%|12.8%|1.8%|58.9%|
4_23_0.wav |1.4%|49.8%|20.9%|0.6%|2.0%|9.4%|9.6%|6.3%|
4_23_1.wav |4.9%|5.2%|1.2%|2.0%|25.0%|29.3%|3.0%|29.4%|
4_23_2.wav |1.8%|57.9%|9.5%|0.6%|2.6%|15.5%|9.3%|2.8%|
4_23_3.wav |0.1%|88.2%|2.4%|0.1%|0.2%|4.7%|4.1%|0.2%|
4_23_4.wav |0.7%|0.1%|0.7%|0.5%|1.4%|0.4%|0.1%|96.3%|
4_24_0.wav |0.9%|60.8%|3.7%|0.5%|2.5%|20.3%|9.9%|1.4%|
4_24_1.wav |1.2%|29.0%|1.2%|1.0%|9.3%|43.9%|12.1%|2.3%|
4_24_2.wav |2.0%|35.6%|2.6%|1.1%|8.2%|36.6%|10.0%|4.0%|
4_24_3.wav |0.1%|80.1%|2.0%|0.2%|0.4%|6.4%|10.6%|0.1%|
4_24_4.wav |1.4%|2.7%|0.5%|6.3%|35.6%|20.6%|3.9%|29.1%|
4_25_0.wav |1.2%|51.3%|4.6%|0.6%|3.6%|21.8%|15.1%|1.8%|
4_25_1.wav |0.4%|77.0%|5.6%|0.2%|0.8%|9.4%|5.6%|1.0%|
4_25_2.wav |1.0%|64.9%|13.6%|0.3%|1.3%|9.6%|6.5%|2.8%|
4_25_3.wav |0.1%|89.7%|3.5%|0.1%|0.1%|2.8%|3.5%|0.2%|
4_25_4.wav |2.4%|7.3%|15.5%|1.0%|3.4%|5.1%|2.1%|63.1%|
4_26_0.wav |0.9%|57.2%|3.7%|0.4%|2.7%|24.8%|6.6%|3.6%|
4_26_1.wav |4.2%|26.3%|5.1%|1.3%|12.1%|30.3%|14.2%|6.6%|
4_26_2.wav |1.2%|30.0%|1.5%|0.9%|9.0%|40.8%|13.1%|3.5%|
4_26_3.wav |0.2%|82.3%|2.9%|0.2%|0.5%|7.3%|6.3%|0.4%|
4_26_4.wav |1.7%|3.0%|1.4%|1.0%|9.9%|12.5%|1.3%|69.3%|
4_27_0.wav |0.4%|70.5%|2.6%|0.3%|1.3%|16.4%|7.9%|0.7%|
4_27_1.wav |12.1%|9.2%|65.2%|0.3%|1.4%|1.3%|9.6%|0.8%|
4_27_2.wav |9.6%|2.1%|85.6%|0.1%|0.3%|0.2%|1.4%|0.6%|
4_27_3.wav |0.1%|85.4%|6.3%|0.1%|0.2%|2.3%|5.6%|0.1%|
4_27_4.wav |1.1%|0.2%|1.3%|0.5%|1.8%|0.6%|0.1%|94.4%|
4_28_0.wav |1.5%|47.5%|9.9%|0.7%|3.6%|16.5%|17.7%|2.6%|
4_28_1.wav |16.4%|11.6%|16.6%|1.6%|15.5%|13.0%|17.2%|8.1%|
4_28_2.wav |1.7%|8.6%|0.9%|2.5%|23.5%|41.1%|7.4%|14.3%|
4_28_3.wav |0.1%|80.3%|1.5%|0.2%|0.5%|9.3%|7.8%|0.3%|
4_28_4.wav |4.3%|3.5%|2.4%|5.5%|37.3%|13.6%|18.3%|15.2%|
4_29_0.wav |1.2%|61.1%|9.6%|0.3%|1.6%|9.5%|16.0%|0.7%|
4_29_1.wav |8.6%|28.8%|32.7%|0.5%|3.4%|6.4%|17.9%|1.7%|
4_29_2.wav |20.7%|9.8%|41.3%|0.8%|5.6%|3.8%|14.6%|3.3%|
4_29_3.wav |0.2%|73.4%|2.0%|0.2%|0.8%|10.3%|13.0%|0.2%|
4_29_4.wav |2.5%|1.5%|1.2%|1.5%|15.6%|8.8%|1.4%|67.4%|
4_30_0.wav |0.5%|24.2%|1.0%|0.9%|5.7%|41.9%|2.4%|23.3%|
4_30_1.wav |0.6%|22.3%|0.7%|1.0%|7.3%|48.7%|2.9%|16.4%|
4_30_2.wav |0.6%|9.1%|0.3%|1.2%|12.3%|49.2%|2.0%|25.3%|
4_30_3.wav |0.1%|88.3%|1.3%|0.1%|0.2%|4.8%|5.1%|0.1%|
4_30_4.wav |0.9%|5.0%|0.4%|1.5%|16.0%|35.9%|1.6%|38.7%|
4_31_0.wav |0.2%|80.5%|4.0%|0.2%|0.4%|5.7%|8.8%|0.2%|
4_31_1.wav |1.3%|49.4%|14.8%|0.3%|1.2%|4.6%|28.0%|0.3%|
4_31_2.wav |4.4%|22.4%|5.5%|1.0%|9.6%|14.9%|41.2%|0.9%|
4_31_3.wav |0.1%|78.0%|2.9%|0.1%|0.3%|3.7%|14.8%|0.1%|
4_31_4.wav |13.8%|3.0%|2.2%|3.2%|42.8%|14.3%|9.4%|11.2%|
4_32_0.wav |2.5%|32.8%|52.2%|0.2%|0.7%|2.1%|8.4%|1.0%|
4_32_1.wav |12.7%|6.5%|66.8%|0.6%|1.8%|1.2%|8.6%|1.9%|
4_32_2.wav |2.0%|2.6%|93.2%|0.1%|0.1%|0.1%|1.1%|0.7%|
4_32_3.wav |0.3%|75.8%|14.5%|0.1%|0.3%|2.6%|5.9%|0.4%|
4_32_4.wav |1.2%|0.4%|2.0%|0.5%|1.7%|0.7%|0.2%|93.4%|
4_33_0.wav |5.2%|15.2%|23.8%|0.9%|5.3%|5.7%|42.3%|1.7%|
4_33_1.wav |8.3%|15.0%|25.1%|0.9%|5.9%|6.1%|37.0%|1.6%|
4_33_2.wav |5.1%|6.8%|69.9%|0.3%|1.1%|0.9%|14.9%|0.9%|
4_33_3.wav |0.5%|35.4%|8.0%|0.4%|1.1%|3.9%|50.6%|0.2%|
4_33_4.wav |2.8%|4.3%|1.3%|3.8%|35.1%|23.2%|10.2%|19.3%|
4_34_0.wav |1.3%|29.7%|62.5%|0.2%|0.3%|0.9%|4.6%|0.6%|
4_34_1.wav |6.0%|8.1%|80.4%|0.2%|0.5%|0.6%|3.2%|1.0%|
4_34_2.wav |2.3%|2.9%|93.0%|0.1%|0.1%|0.1%|1.2%|0.3%|
4_34_3.wav |0.2%|80.0%|13.8%|0.1%|0.1%|1.1%|4.6%|0.1%|
4_34_4.wav |4.1%|2.1%|16.6%|0.8%|2.8%|1.7%|1.0%|71.0%|
4_35_0.wav |0.8%|67.1%|19.7%|0.1%|0.4%|3.4%|8.0%|0.5%|
4_35_1.wav |8.3%|32.2%|19.7%|0.6%|5.1%|10.7%|21.6%|1.8%|
4_35_2.wav |6.2%|14.3%|64.8%|0.3%|1.1%|1.4%|10.9%|1.0%|
4_35_3.wav |0.2%|77.7%|10.7%|0.1%|0.2%|2.2%|8.7%|0.2%|
4_35_4.wav |66.8%|0.3%|3.7%|1.8%|18.4%|1.2%|3.3%|4.4%|
4_36_0.wav |2.4%|2.4%|93.7%|0.1%|0.1%|0.1%|1.0%|0.3%|
4_36_1.wav |8.7%|1.0%|88.5%|0.1%|0.2%|0.1%|1.1%|0.4%|
4_36_2.wav |0.9%|3.5%|94.1%|0.0%|0.0%|0.1%|1.1%|0.2%|
4_36_3.wav |0.4%|49.9%|28.0%|0.2%|0.2%|1.1%|20.1%|0.1%|
4_36_4.wav |13.0%|2.2%|3.9%|2.3%|19.6%|7.8%|2.4%|48.7%|
4_37_0.wav |0.8%|54.7%|34.6%|0.2%|0.3%|2.1%|6.8%|0.6%|
4_37_1.wav |0.7%|68.5%|18.9%|0.2%|0.4%|3.4%|7.4%|0.5%|
4_37_2.wav |0.7%|60.9%|5.8%|0.5%|2.1%|18.1%|7.1%|4.8%|
4_37_3.wav |0.1%|89.6%|2.1%|0.1%|0.1%|3.1%|4.8%|0.1%|
4_37_4.wav |1.8%|0.7%|0.7%|1.1%|10.3%|4.5%|0.6%|80.3%|
4_38_0.wav |0.1%|84.8%|7.3%|0.1%|0.2%|2.5%|4.7%|0.2%|
4_38_1.wav |0.9%|39.6%|52.6%|0.1%|0.2%|1.0%|5.3%|0.3%|
4_38_2.wav |0.7%|27.9%|66.9%|0.1%|0.1%|0.5%|3.4%|0.3%|
4_38_3.wav |0.1%|91.0%|3.7%|0.1%|0.1%|1.4%|3.5%|0.1%|
4_38_4.wav |0.8%|0.2%|0.4%|0.9%|4.5%|1.2%|0.2%|91.9%|
4_39_0.wav |0.2%|81.3%|12.6%|0.1%|0.1%|1.6%|4.0%|0.2%|
4_39_1.wav |30.2%|10.4%|43.5%|0.4%|3.2%|3.0%|7.3%|1.9%|
4_39_2.wav |2.0%|13.9%|80.5%|0.1%|0.2%|0.4%|2.7%|0.3%|
4_39_3.wav |0.2%|74.5%|20.7%|0.1%|0.1%|0.8%|3.6%|0.1%|
4_39_4.wav |0.6%|0.1%|0.5%|0.5%|1.4%|0.4%|0.1%|96.5%|
4_40_0.wav |0.2%|77.8%|2.8%|0.2%|0.7%|9.0%|9.0%|0.3%|
4_40_1.wav |2.3%|40.5%|7.8%|0.8%|5.2%|16.5%|25.4%|1.4%|
4_40_2.wav |6.5%|17.4%|28.8%|1.4%|7.1%|7.1%|27.0%|4.7%|
4_40_3.wav |0.2%|72.7%|4.2%|0.2%|0.6%|5.8%|16.1%|0.2%|
4_40_4.wav |2.9%|3.9%|2.2%|2.9%|22.5%|15.9%|5.1%|44.5%|
4_41_0.wav |0.4%|68.0%|1.9%|0.3%|1.5%|19.8%|7.2%|1.0%|
4_41_1.wav |1.3%|71.3%|9.7%|0.2%|1.0%|8.4%|7.3%|0.8%|
4_41_2.wav |0.2%|70.9%|0.8%|0.3%|1.0%|22.1%|4.0%|0.8%|
4_41_3.wav |0.0%|93.6%|1.7%|0.1%|0.1%|2.4%|2.1%|0.1%|
4_41_4.wav |2.0%|1.9%|0.3%|2.3%|28.3%|20.1%|1.5%|43.6%|
4_42_0.wav |0.9%|71.1%|8.5%|0.2%|1.1%|8.6%|8.7%|0.8%|
4_42_1.wav |1.6%|21.3%|0.9%|1.1%|14.1%|38.8%|21.0%|1.3%|
4_42_2.wav |7.2%|33.4%|10.8%|1.0%|8.9%|19.5%|14.5%|4.8%|
4_42_3.wav |0.7%|56.1%|11.8%|0.5%|1.1%|5.7%|23.5%|0.6%|
4_42_4.wav |0.5%|0.1%|0.3%|0.6%|2.0%|0.6%|0.1%|95.8%|
4_43_0.wav |0.1%|81.5%|1.3%|0.1%|0.5%|12.0%|4.0%|0.4%|
4_43_1.wav |8.3%|22.1%|3.8%|1.0%|14.6%|33.6%|14.0%|2.7%|
4_43_2.wav |6.6%|23.4%|52.3%|0.3%|1.9%|4.1%|7.8%|3.7%|
4_43_3.wav |0.1%|90.4%|1.2%|0.1%|0.2%|4.4%|3.6%|0.1%|
4_43_4.wav |16.0%|0.4%|0.4%|3.3%|59.0%|7.2%|1.7%|12.0%|
4_44_0.wav |1.1%|45.8%|18.9%|0.3%|1.2%|5.1%|26.9%|0.6%|
4_44_1.wav |6.6%|35.2%|23.7%|0.5%|4.2%|10.7%|16.7%|2.4%|
4_44_2.wav |1.0%|25.3%|1.3%|1.1%|10.7%|41.8%|15.6%|3.1%|
4_44_3.wav |0.1%|86.0%|2.3%|0.1%|0.2%|4.0%|7.2%|0.1%|
4_44_4.wav |7.9%|0.7%|0.3%|3.1%|64.8%|11.0%|3.3%|8.8%|
4_45_0.wav |0.8%|40.4%|50.6%|0.1%|0.2%|1.1%|6.3%|0.4%|
4_45_1.wav |5.3%|19.8%|3.9%|1.3%|16.0%|34.1%|10.6%|9.0%|
4_45_2.wav |4.8%|11.5%|74.8%|0.2%|0.7%|0.9%|5.9%|1.1%|
4_45_3.wav |0.5%|44.6%|47.6%|0.1%|0.1%|0.8%|6.1%|0.2%|
4_45_4.wav |4.7%|2.7%|10.5%|1.4%|7.1%|3.8%|2.3%|67.5%|
4_46_0.wav |0.1%|88.4%|3.6%|0.1%|0.2%|4.1%|3.1%|0.3%|
4_46_1.wav |1.2%|55.0%|3.4%|0.5%|3.4%|24.9%|9.5%|2.2%|
4_46_2.wav |0.7%|68.3%|19.7%|0.2%|0.4%|3.1%|7.1%|0.5%|
4_46_3.wav |0.1%|90.0%|1.3%|0.1%|0.2%|5.7%|2.4%|0.3%|
4_46_4.wav |3.3%|2.8%|0.5%|4.5%|45.1%|22.6%|5.5%|15.7%|
4_47_0.wav |1.4%|30.5%|36.5%|0.5%|1.3%|3.1%|25.7%|0.9%|
4_47_1.wav |0.9%|31.6%|57.0%|0.1%|0.2%|0.8%|9.2%|0.2%|
4_47_2.wav |0.4%|36.9%|0.9%|1.0%|5.7%|33.9%|20.1%|1.0%|
4_47_3.wav |0.1%|84.4%|1.4%|0.1%|0.2%|4.4%|9.3%|0.1%|
4_47_4.wav |9.7%|17.3%|16.0%|1.4%|12.9%|14.2%|22.1%|6.3%|
4_48_0.wav |0.8%|7.6%|0.4%|1.3%|13.9%|46.6%|2.1%|27.3%|
4_48_1.wav |1.8%|3.1%|0.3%|2.2%|26.0%|32.6%|1.4%|32.7%|
4_48_2.wav |0.7%|0.4%|0.2%|1.1%|6.1%|2.9%|0.2%|88.4%|
4_48_3.wav |0.0%|88.6%|0.5%|0.1%|0.2%|8.2%|2.3%|0.2%|
4_48_4.wav |0.8%|0.4%|0.2%|1.8%|11.9%|4.7%|0.3%|79.9%|
4_49_0.wav |0.8%|62.7%|4.0%|0.4%|2.1%|20.6%|3.7%|5.6%|
4_49_1.wav |5.3%|9.8%|1.5%|1.2%|17.5%|34.2%|2.3%|28.4%|
4_49_2.wav |0.6%|65.4%|7.8%|0.5%|1.5%|11.1%|10.6%|2.5%|
4_49_3.wav |0.0%|90.9%|0.7%|0.1%|0.2%|6.1%|1.9%|0.2%|
4_49_4.wav |0.7%|0.2%|0.2%|1.1%|5.1%|1.4%|0.1%|91.2%|
4_50_0.wav |1.1%|63.5%|8.8%|0.5%|1.8%|12.0%|10.8%|1.5%|
4_50_1.wav |3.3%|44.4%|15.4%|0.8%|3.6%|12.4%|17.9%|2.3%|
4_50_2.wav |11.0%|22.0%|15.4%|1.3%|10.7%|17.0%|16.7%|5.9%|
4_50_3.wav |0.4%|58.3%|21.2%|0.2%|0.3%|1.6%|17.8%|0.1%|
4_50_4.wav |3.0%|2.8%|0.4%|2.9%|36.7%|30.8%|2.8%|20.6%|
5_20_0.wav |14.1%|4.5%|70.0%|0.4%|1.6%|0.9%|6.9%|1.6%|
5_20_1.wav |56.1%|0.1%|41.7%|0.2%|0.5%|0.1%|0.4%|1.0%|
5_20_2.wav |21.4%|6.6%|16.1%|3.2%|17.8%|8.1%|20.4%|6.4%|
5_20_3.wav |1.2%|21.8%|69.0%|0.1%|0.2%|0.7%|6.7%|0.3%|
5_20_4.wav |0.7%|0.1%|1.2%|0.4%|0.8%|0.2%|0.1%|96.5%|
5_21_0.wav |0.4%|43.2%|0.7%|0.7%|3.9%|43.0%|5.5%|2.6%|
5_21_1.wav |19.4%|2.2%|70.1%|0.3%|1.3%|0.6%|2.1%|3.9%|
5_21_2.wav |1.6%|3.6%|0.7%|1.7%|15.5%|21.5%|1.6%|53.9%|
5_21_3.wav |0.2%|82.8%|8.8%|0.1%|0.2%|2.3%|5.4%|0.2%|
5_21_4.wav |2.2%|0.1%|0.4%|1.9%|9.4%|1.3%|0.2%|84.5%|
5_22_0.wav |0.8%|28.5%|0.9%|0.8%|6.0%|51.6%|4.2%|7.3%|
5_22_1.wav |27.2%|1.3%|67.0%|0.2%|0.8%|0.3%|1.3%|1.9%|
5_22_2.wav |1.0%|4.7%|0.2%|1.7%|23.6%|52.7%|2.1%|14.0%|
5_22_3.wav |0.4%|69.8%|18.7%|0.1%|0.3%|2.4%|8.0%|0.3%|
5_22_4.wav |5.4%|0.4%|0.3%|3.6%|42.4%|6.9%|0.8%|40.2%|
5_23_0.wav |1.5%|48.9%|5.9%|0.9%|4.0%|23.6%|7.0%|8.3%|
5_23_1.wav |11.4%|1.2%|14.9%|1.3%|5.9%|1.7%|1.4%|62.2%|
5_23_2.wav |2.1%|1.6%|0.4%|1.9%|19.3%|15.0%|1.0%|58.8%|
5_23_3.wav |0.8%|50.1%|38.8%|0.2%|0.4%|2.2%|6.1%|1.3%|
5_23_4.wav |0.4%|0.1%|0.4%|0.5%|1.1%|0.4%|0.1%|97.0%|
5_24_0.wav |1.3%|34.7%|1.7%|0.8%|7.4%|39.3%|12.7%|2.0%|
5_24_1.wav |56.9%|0.7%|35.1%|0.5%|2.2%|0.4%|1.8%|2.6%|
5_24_2.wav |4.9%|12.5%|2.8%|2.4%|21.0%|32.3%|7.9%|16.2%|
5_24_3.wav |0.2%|80.9%|6.7%|0.1%|0.3%|3.8%|7.7%|0.2%|
5_24_4.wav |4.7%|3.0%|1.1%|4.5%|36.6%|18.2%|4.8%|27.0%|
5_25_0.wav |0.4%|60.5%|1.5%|0.5%|2.2%|27.1%|6.3%|1.5%|
5_25_1.wav |76.1%|0.2%|19.9%|0.3%|1.4%|0.1%|0.9%|1.1%|
5_25_2.wav |5.1%|29.1%|13.0%|1.3%|7.6%|19.9%|8.4%|15.6%|
5_25_3.wav |0.2%|81.1%|11.4%|0.1%|0.2%|2.0%|4.7%|0.2%|
5_25_4.wav |10.7%|1.2%|5.0%|8.5%|33.3%|4.5%|10.0%|26.7%|
5_26_0.wav |1.2%|24.5%|1.1%|0.7%|8.5%|51.9%|5.8%|6.4%|
5_26_1.wav |57.7%|0.2%|38.7%|0.2%|0.8%|0.1%|0.5%|1.9%|
5_26_2.wav |1.7%|2.5%|0.3%|2.0%|27.9%|30.8%|1.7%|33.1%|
5_26_3.wav |0.4%|74.7%|4.5%|0.2%|0.9%|10.0%|8.6%|0.7%|
5_26_4.wav |0.5%|0.1%|0.8%|0.4%|0.8%|0.3%|0.1%|97.0%|
5_27_0.wav |1.8%|63.3%|16.9%|0.3%|1.2%|8.1%|6.8%|1.6%|
5_27_1.wav |90.1%|0.1%|6.0%|0.3%|1.7%|0.1%|0.3%|1.5%|
5_27_2.wav |6.3%|2.0%|0.5%|2.4%|40.0%|25.2%|1.8%|21.8%|
5_27_3.wav |0.2%|83.9%|4.4%|0.1%|0.3%|4.4%|6.4%|0.2%|
5_27_4.wav |0.5%|0.1%|0.6%|0.4%|1.1%|0.3%|0.1%|96.9%|
5_28_0.wav |2.0%|34.0%|3.9%|1.1%|8.3%|30.5%|17.1%|3.1%|
5_28_1.wav |40.3%|0.3%|2.8%|7.6%|34.8%|1.4%|7.3%|5.5%|
5_28_2.wav |1.6%|1.5%|0.2%|3.1%|39.4%|23.4%|1.9%|28.9%|
5_28_3.wav |1.3%|40.2%|23.5%|0.5%|1.4%|4.4%|27.8%|0.8%|
5_28_4.wav |2.9%|1.9%|0.5%|3.5%|40.8%|21.1%|3.2%|26.2%|
5_29_0.wav |2.1%|45.6%|3.5%|0.8%|5.7%|28.4%|11.8%|2.2%|
5_29_1.wav |55.0%|0.5%|40.7%|0.3%|1.1%|0.2%|1.3%|1.0%|
5_29_2.wav |2.5%|10.3%|1.0%|1.8%|19.0%|44.2%|4.4%|16.8%|
5_29_3.wav |0.3%|79.1%|5.5%|0.2%|0.5%|5.6%|8.5%|0.3%|
5_29_4.wav |5.4%|1.0%|3.3%|1.2%|9.2%|3.3%|1.0%|75.6%|
5_30_0.wav |0.5%|11.4%|0.3%|1.2%|10.3%|53.9%|1.8%|20.6%|
5_30_1.wav |2.7%|0.5%|0.2%|4.0%|49.3%|9.8%|1.3%|32.1%|
5_30_2.wav |0.6%|8.3%|0.2%|2.0%|26.0%|44.4%|17.6%|0.9%|
5_30_3.wav |0.1%|72.5%|0.9%|0.3%|0.9%|20.5%|2.9%|1.9%|
5_30_4.wav |0.6%|0.2%|0.2%|0.8%|3.6%|1.3%|0.1%|93.2%|
5_31_0.wav |0.6%|62.5%|3.7%|0.4%|1.7%|12.0%|18.6%|0.5%|
5_31_1.wav |33.2%|0.4%|63.0%|0.3%|0.6%|0.1%|1.3%|1.1%|
5_31_2.wav |2.1%|11.9%|0.9%|2.0%|18.6%|45.2%|5.0%|14.4%|
5_31_3.wav |0.3%|73.5%|11.7%|0.2%|0.3%|2.7%|11.1%|0.2%|
5_31_4.wav |4.4%|0.2%|3.5%|1.2%|3.5%|0.5%|0.3%|86.2%|
5_32_0.wav |5.8%|21.4%|9.9%|1.6%|11.0%|22.9%|10.2%|17.1%|
